CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
566715;Python Programming Basics ;15.4.2019;15.4.2019;Pasila;;Hanki perustiedot Python-ohjelmointikielestä;True;Technology;Software Development
566484;Scrum Master (EN);29.10.2018;30.10.2018;Pasila;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile
566485;Scrum Master (EN);29.10.2018;30.10.2018;Online;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile
567050;Scrum Master (EN);5.11.2018;6.11.2018;Online;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile
567049;Scrum Master (EN);5.11.2018;6.11.2018;Pasila;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile
566545;Scrum Master (EN);13.11.2018;14.11.2018;Pasila;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile
566546;Scrum Master (EN);13.11.2018;14.11.2018;Online;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile
567061;20767 MOD+DMOC Implementing a SQL Data Warehouse;18.9.2018;18.9.2018;Online;PDF;This course provides students with the knowledge and skills to provision a Microsoft SQL Server 2016 database.;True;Technology;Databases and Analytics;Reporting and BI
566773;20778 MOD Analyzing Data with Power BI;6.9.2018;6.9.2018;MOD;PDF;The main purpose of the course is to give students a good understanding of data analysis with Power BI;True;Technology;Databases and Analytics;Reporting and BI
565823;10997 Office 365 Administration and Troubleshooting;17.9.2018;19.9.2018;Pasila;PDF;Kolmen päivän käytännönläheinen koulutus, jonka aikana tutustut Office 365 -hallintaan ja vianselvitykseen.;True;Technology;Infra;Microsoft Cloud-services
565824;10997 Office 365 Administration and Troubleshooting;17.9.2018;19.9.2018;Online;PDF;Kolmen päivän käytännönläheinen koulutus, jonka aikana tutustut Office 365 -hallintaan ja vianselvitykseen.;True;Technology;Infra;Microsoft Cloud-services
566637;Sovelto Hybrid: Azure Cloud Admin;1.10.2018;25.1.2019;Pasila;PDF;Tule kattavalle matkalle Microsoft Azuren ihmeelliseen maailmaan. Koulutus perustuu itseopiskeluun ja workshoppeihin jotka takaavat, että sinä saat parhaan mahdollisen hyödyn opinnoista.;True;Technology;Infra;Microsoft Cloud-services
565999;Microsoft Dynamics 365 Valmennusohjelma;10.9.2018;12.11.2018;Pasila;PDF;TEEMME SINUSTA DYNAMICS 365 -KONSULTIN 9:SSÄ VIIKOSSA! - VALMENNUSOHJELMAN UUSINTAKoulutusohjelman päättyessä olet valmis työskentelemään konsulttina Dynamics-projekteissa. Varmistamme, että opit kaikki hyvän Dynamics-konsultin tarvitsemat taidot mukaan lukien konsulttiosaamisen, jota tulet työssäsi tarvitsemaan. Tekninen osaamisesi kasvaa merkittävästi ja onnistut sekä asiakaskeskusteluissa että käyttöönottoprojekteissa. Kerro mielenkiinnostasi valmennushjelmaa kohtaan soittamalla myyntitiimillemme p. 042 42 2121 tai kouluttajalle, Catarina Linderborgille p. 040-167 6082  tai catarina.linderborg@sovelto.fi;True;Productivity;Sales and Marketing;CRM Courses
566623;Microsoft Dynamics 365 Valmennusohjelma;1.10.2018;7.12.2018;Pasila;PDF;TEEMME SINUSTA DYNAMICS 365 -KONSULTIN 9:SSÄ VIIKOSSA! - VALMENNUSOHJELMAN UUSINTAKoulutusohjelman päättyessä olet valmis työskentelemään konsulttina Dynamics-projekteissa. Varmistamme, että opit kaikki hyvän Dynamics-konsultin tarvitsemat taidot mukaan lukien konsulttiosaamisen, jota tulet työssäsi tarvitsemaan. Tekninen osaamisesi kasvaa merkittävästi ja onnistut sekä asiakaskeskusteluissa että käyttöönottoprojekteissa. Kerro mielenkiinnostasi valmennushjelmaa kohtaan soittamalla myyntitiimillemme p. 042 42 2121 tai kouluttajalle, Catarina Linderborgille p. 040-167 6082  tai catarina.linderborg@sovelto.fi;True;Productivity;Sales and Marketing;CRM Courses
566963;Microsoft Dynamics 365 Valmennusohjelma;12.11.2018;9.1.2019;Pasila;PDF;TEEMME SINUSTA DYNAMICS 365 -KONSULTIN 9:SSÄ VIIKOSSA! - VALMENNUSOHJELMAN UUSINTAKoulutusohjelman päättyessä olet valmis työskentelemään konsulttina Dynamics-projekteissa. Varmistamme, että opit kaikki hyvän Dynamics-konsultin tarvitsemat taidot mukaan lukien konsulttiosaamisen, jota tulet työssäsi tarvitsemaan. Tekninen osaamisesi kasvaa merkittävästi ja onnistut sekä asiakaskeskusteluissa että käyttöönottoprojekteissa. Kerro mielenkiinnostasi valmennushjelmaa kohtaan soittamalla myyntitiimillemme p. 042 42 2121 tai kouluttajalle, Catarina Linderborgille p. 040-167 6082  tai catarina.linderborg@sovelto.fi;True;Productivity;Sales and Marketing;CRM Courses
566171;API design;12.9.2018;12.9.2018;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566172;API design;12.9.2018;12.9.2018;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566173;API design;1.11.2018;1.11.2018;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566174;API design;1.11.2018;1.11.2018;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566633;API design;19.11.2018;19.11.2018;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;True;Technology;Software Development;Web Development
566634;API design;19.11.2018;19.11.2018;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;True;Technology;Software Development;Web Development
566891;API design;8.3.2019;8.3.2019;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566892;API design;8.3.2019;8.3.2019;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566893;API design;7.6.2019;7.6.2019;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566894;API design;7.6.2019;7.6.2019;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on?;False;Technology;Software Development;Web Development
566192;Itsensä johtaminen - Self Leadership;8.10.2018;8.10.2018;Pasila;;The Ken Blanchard Companies® on kehittänyt itsensä johtamisen valmennuksen, jolla organisaatiosi tärkein voimavara eli ihmiset voivat saavuttaa täyden potentiaalinsa.;True;Productivity;Työelämän vuorovaikutustaidot
566193;Itsensä johtaminen - Self Leadership;10.12.2018;10.12.2018;Pasila;;The Ken Blanchard Companies® on kehittänyt itsensä johtamisen valmennuksen, jolla organisaatiosi tärkein voimavara eli ihmiset voivat saavuttaa täyden potentiaalinsa.;True;Productivity;Työelämän vuorovaikutustaidot
565528;Ohjelmistorobotiikan (Robotic Process Automation) perusteet;20.9.2018;20.9.2018;Pasila;;Ohjelmistorobotiikka on yksi tämän hetken kuumimpia teknologiatrendejä. Ohjelmistorobotiikka eli Robotic Process Automation (RPA) tarjoaa organisaatioille nopean ja matalan kynnyksen ratkaisun prosessiautomaatioon. Ohjelmistorobotiikan kanssa pääsee parhaiten alkuun kun lähtee rohkeasti testaamaan.;True;Leadership;IT Service Management
566718;Ohjelmistorobotiikan (Robotic Process Automation) perusteet;26.3.2019;26.3.2019;Pasila;;Ohjelmistorobotiikka on yksi tämän hetken kuumimpia teknologiatrendejä. Ohjelmistorobotiikka eli Robotic Process Automation (RPA) tarjoaa organisaatioille nopean ja matalan kynnyksen ratkaisun prosessiautomaatioon. Ohjelmistorobotiikan kanssa pääsee parhaiten alkuun kun lähtee rohkeasti testaamaan.;True;Leadership;IT Service Management
564230;20773: Analyzing Big Data with Microsoft R ;9.10.2018;11.10.2018;Pasila;PDF;Microsoft R Server data-analyytikolle!Tämän 3-päiväisen kurssin tavoitteena on antaa taidot käyttää Microsoft R (ML) Serveriä suurten datajoukkojen analysoinnissa Big Data -ympäristössä. Kurssi edellyttää R-kielen osaamista.;True;Technology;Databases and Analytics;Reporting and BI
564231;20773: Analyzing Big Data with Microsoft R ;9.10.2018;11.10.2018;Online;PDF;Microsoft R Server data-analyytikolle!Tämän 3-päiväisen kurssin tavoitteena on antaa taidot käyttää Microsoft R (ML) Serveriä suurten datajoukkojen analysoinnissa Big Data -ympäristössä. Kurssi edellyttää R-kielen osaamista.;True;Technology;Databases and Analytics;Reporting and BI
565555;Leading SAFe 4.5;6.9.2018;7.9.2018;Pasila;Kirja tai muu tuloste;Opi johtamaan ja skaalaamaan ketterää ohjelmistokehitystä! Vain organisaation johto voi muuttaa organisaation rakenteita tukemaan Lean-Agile ajattelua. Lean ajattelun perustana on johtaminen, SAFe:n perustana olet sinä!;True;Technology;Software Development;Agile
565855;Vahva tiimi -esimiesvalmennus;28.9.2018;28.9.2018;Pasila;PDF;Menestystarina maailmalla tuloksekkaimman tiimin rakentamisesta! Ota haltuun Patrick Lencionin The Five Behaviors of a Cohesive Team™ -toimintamallin konkreettiset toimenpiteet!;True;Productivity;Työelämän vuorovaikutustaidot
566961;Vahva tiimi -esimiesvalmennus;8.11.2018;8.11.2018;Pasila;PDF;Menestystarina maailmalla tuloksekkaimman tiimin rakentamisesta! Ota haltuun Patrick Lencionin The Five Behaviors of a Cohesive Team™ -toimintamallin konkreettiset toimenpiteet!;True;Productivity;Työelämän vuorovaikutustaidot
566436;DO380 Red Hat OpenShift Administration II: High Availability;1.10.2018;4.10.2018;Pasila;PDF;Design, build, and test OpenShift HA cluster;True;Technology;Infra;Red Hat
566784;DO380 Red Hat OpenShift Administration II: High Availability;15.10.2018;18.10.2018;Pasila;PDF;Design, build, and test OpenShift HA cluster;True;Technology;Infra;Red Hat
566091;DO289 Red Hat OpenShift Development I: Containerizing Applications with exam;24.9.2018;27.9.2018;Pasila;Kirja tai muu tuloste;Design, build, and deploy containerized applications on an OpenShift cluster;True;Technology;Infra;Red Hat
566945;DO289 Red Hat OpenShift Development I: Containerizing Applications with exam;22.1.2019;25.1.2019;Pasila;Kirja tai muu tuloste;Design, build, and deploy containerized applications on an OpenShift cluster;True;Technology;Infra;Red Hat
566090;DO288 Red Hat OpenShift Development I: Containerizing Applications;24.9.2018;26.9.2018;Pasila;Kirja tai muu tuloste;Design, build, and deploy containerized applications on an OpenShift cluster;True;Technology;Infra;Red Hat
566944;DO288 Red Hat OpenShift Development I: Containerizing Applications;22.1.2019;24.1.2019;Pasila;Kirja tai muu tuloste;Design, build, and deploy containerized applications on an OpenShift cluster;True;Technology;Infra;Red Hat
565600;20703-1 Administering System Center Configuration Manager (SCCM);18.9.2018;21.9.2018;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia. Käytössä kurssilla on SCCM Current Branch versio vuodelta 2017.;True;Technology;Infra;System Center and Device Management
565601;20703-1 Administering System Center Configuration Manager (SCCM);18.9.2018;21.9.2018;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia. Käytössä kurssilla on SCCM Current Branch versio vuodelta 2017.;True;Technology;Infra;System Center and Device Management
565952;20703-1 Administering System Center Configuration Manager (SCCM);13.11.2018;16.11.2018;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia. Käytössä kurssilla on SCCM Current Branch versio vuodelta 2017.;True;Technology;Infra;System Center and Device Management
565951;20703-1 Administering System Center Configuration Manager (SCCM);13.11.2018;16.11.2018;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia. Käytössä kurssilla on SCCM Current Branch versio vuodelta 2017.;True;Technology;Infra;System Center and Device Management
566849;20703-1 Administering System Center Configuration Manager (SCCM);5.2.2019;8.2.2019;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia. Käytössä kurssilla on SCCM Current Branch versio vuodelta 2017.;True;Technology;Infra;System Center and Device Management
566850;20703-1 Administering System Center Configuration Manager (SCCM);5.2.2019;8.2.2019;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia. Käytössä kurssilla on SCCM Current Branch versio vuodelta 2017.;True;Technology;Infra;System Center and Device Management
566078;DO180 Introduction to Containers, Kubernetes, and Red Hat OpenShift;10.10.2018;12.10.2018;Pasila;Kirja tai muu tuloste;Introduction to building and managing docker containers for deployment on a Kubernetes cluster;True;Technology;Infra;Red Hat
566650;DO180 Introduction to Containers, Kubernetes, and Red Hat OpenShift;10.10.2018;12.10.2018;Pasila;Kirja tai muu tuloste;Introduction to building and managing docker containers for deployment on a Kubernetes cluster;True;Technology;Infra;Red Hat
566079;DO180 Introduction to Containers, Kubernetes, and Red Hat OpenShift;12.12.2018;14.12.2018;Pasila;Kirja tai muu tuloste;Introduction to building and managing docker containers for deployment on a Kubernetes cluster;True;Technology;Infra;Red Hat
